entry,exit,pnl
80653.99,108037.38,27.38339
59245.15,107657.96,48.41281000000001
108088.26,89654.0,18.434259999999995
111742.42,75377.57,36.36484999999999
109567.63,106017.35,3.550279999999999
109565.51,107099.6,2.465909999999989
109730.0,33000.0,76.73
42000.0,112030.02,70.03002000000001
108998.63,114270.62,5.271989999999991
30000.0,109368.39,79.36839
106999.94,109542.25,2.542309999999998
107626.23,109396.91,1.7706800000000076
112286.14,107882.77,4.403369999999995
109431.75,108715.56,0.7161900000000023
30000.0,109082.58,79.08258000000001
165474.1,106702.28,58.771820000000005
108555.55,108810.21,0.2546600000000035
100000.0,108981.13,8.981130000000006
108769.73,109431.75,0.662020000000004
109911.3,109250.92,0.6603800000000046
109548.03,109161.51,0.3865200000000041
109427.98,40000.0,69.42797999999999
110246.34,109630.44,0.6158999999999942
200000.0,109456.4,90.54360000000001
115945.93,108799.59,7.146339999999997
106702.28,128620.6,21.91832000000001
130312.01,25877.33,104.43468
174392.26,89850.36,84.54190000000001
137914.82,89462.79,48.452030000000015
129073.14,103373.31,25.699830000000002
107284.35,129140.95,21.856599999999993
108222.01,109914.51,1.6925000000000001
109906.41,109769.19,0.13722000000000117
110008.38,30000.0,80.00838
165490.92,90013.77,75.47715000000001
109996.14,33000.0,76.99614
109912.59,94744.8,15.167789999999995
110044.82,105281.23,4.763590000000011
109708.1,98523.3,11.184800000000003
109706.06,103393.43,6.312630000000005
94744.8,109711.7,14.966899999999994
109735.4,94744.8,14.990599999999992
109735.4,107004.06,2.7313399999999968
109325.9,98278.0,11.047899999999995
109735.4,108916.24,0.819159999999989
168800.73,105850.0,62.950730000000014
109155.12,108437.32,0.7177999999999883
109071.93,50000.0,59.071929999999995
111099.42,108919.31,2.1801100000000004
109068.5,60000.0,49.0685
144011.33,108853.54,35.15778999999999
119539.8,108698.73,10.841070000000007
119365.16,33000.0,86.36516
39197.88,159141.69,119.94381
145484.73,66829.34,78.65539000000001
107924.34,62932.18,44.99216
64440.49,107867.99,43.42750000000001
28929.72,107912.67,78.98295
108959.63,107621.06,1.338570000000007
107784.64,53725.0,54.05964
38782.8,107807.46,69.02466000000001
107687.84,108352.73,0.6648899999999994
107990.34,108270.1,0.27976000000000933
107872.38,108280.65,0.40826999999998953
107869.37,108217.25,0.3478800000000047
107897.19,108151.12,0.253929999999993
107807.99,108033.14,0.2251499999999942
107749.71,108262.52,0.5128099999999977
30000.0,108372.87,78.37286999999999
108037.35,108166.32,0.12897000000000117
30000.0,108281.95,78.28195
112150.0,103012.6,9.137399999999994
108115.99,107824.61,0.29138000000000464
108033.04,107875.28,0.15775999999999477
108123.62,107924.86,0.19875999999999477
108214.42,30000.0,78.21442
68447.15,109103.61,40.65646000000001
97347.0,109103.61,11.75661
108203.16,106491.88,1.7112799999999988
108131.92,107908.9,0.22302000000000408
108090.53,107796.33,0.2941999999999971
108144.09,50000.0,58.14409
108231.73,107946.0,0.28572999999999593
108049.03,107863.7,0.18533000000000174
108180.53,40000.0,68.18053
107816.76,108390.18,0.5734199999999983
107978.4,108137.98,0.15958000000000175
107982.1,108146.11,0.16400999999999477
106026.69,108238.25,2.2115599999999977
106570.88,108277.94,1.7070599999999978
108112.97,108250.0,0.13702999999999885
108084.12,108268.34,0.18422000000000116
108033.55,108101.19,0.06763999999999942
106913.17,108750.0,1.8368300000000017
109010.16,108000.0,1.0101600000000035
108183.09,108001.01,0.18208000000000174
108120.11,107239.12,0.8809900000000053
107965.29,108056.01,0.09072000000000116
30000.0,108090.46,78.09046000000001
107883.42,108097.05,0.21363000000000465
108239.64,107009.89,1.2297500000000001
30000.0,109027.29,79.02729
30000.0,108999.99,78.99999000000001
108951.34,108688.0,0.2633399999999965
108955.83,108661.96,0.29386999999999536
30000.0,108966.61,78.96661
103207.77,108617.01,5.409239999999991
108307.71,108823.08,0.5153699999999953
108654.15,109700.0,1.045850000000006
105886.22,109508.76,3.6225399999999937
109026.96,109277.86,0.2508999999999942
109288.02,108789.02,0.499
108680.0,109627.48,0.947479999999996
109666.31,109007.47,0.6588399999999965
109003.94,109169.76,0.16581999999999245
108568.81,109070.03,0.5012200000000012
108880.24,109087.86,0.20761999999999534
108780.77,108918.83,0.13805999999999768
108711.12,108892.55,0.18143000000000756
108660.15,108768.16,0.10801000000000932
50000.0,108534.7,58.5347
108515.86,22346.68,86.16918
108617.65,86765.83,21.851819999999993
108617.35,30000.0,78.61735
108469.21,99863.89,8.605320000000008
108354.6,107872.61,0.48199000000000525
108100.0,87879.85,20.220149999999993
107865.18,111095.01,3.229830000000002
107880.0,108146.11,0.26611000000000057
107879.86,108213.32,0.3334600000000064
107886.2,108237.92,0.3517200000000012
107980.85,108525.0,0.5441499999999941
107445.17,111299.43,3.8542599999999947
107578.0,108000.19,0.42219000000000234
107804.01,108098.71,0.2947000000000117
108000.0,108279.98,0.27997999999999595
50000.0,108385.43,58.38542999999999
108083.52,108525.05,0.44152999999999887
108229.15,108879.84,0.6506900000000023
30000.0,108999.3,78.9993
108665.93,108935.05,0.2691200000000099
108640.01,109148.99,0.5089800000000105
108426.23,108809.75,0.3835200000000041
108265.0,108629.56,0.36455999999999766
108228.99,108532.01,0.3030199999999895
91691.25,109044.47,17.35322
109100.01,108920.17,0.1798399999999965
109150.75,108692.67,0.45808000000000176
108678.91,108939.0,0.2600899999999965
108623.99,108971.42,0.347429999999993
