entry_time,exit_time,entry_price,exit_price,side,size,pnl,fees,exit_reason
2025-05-28 08:00:00,2025-05-28 12:00:00,108870.84822,107728.2486679311,long,0.001,-1.3591986489568342,0.21659909688793114,StopLoss
2025-05-31 04:00:00,2025-06-01 00:00:00,103735.852005,104539.58406000001,long,0.001,0.595456618935015,0.208275436065,SignalReverse
2025-06-01 00:00:00,2025-06-01 20:00:00,104539.58406000001,105637.77239055031,short,0.001,-1.30836568700085,0.21017735645055033,StopLoss
2025-06-02 04:00:00,2025-06-02 08:00:00,104776.85536500001,105877.53623060933,short,0.001,-1.3113352572049293,0.21065439159560936,StopLoss
2025-06-03 08:00:00,2025-06-03 12:00:00,105118.164625,106222.43094438562,short,0.001,-1.315606914954999,0.21134059556938564,StopLoss
2025-06-04 00:00:00,2025-06-05 16:00:00,105324.201555,103269.32638266195,short,0.001,1.8462816444003933,0.20859352793766198,TakeProfit
2025-06-06 04:00:00,2025-06-06 12:00:00,102544.54665,104543.13986420851,long,0.001,1.791505527694299,0.20708768651420853,TakeProfit
2025-06-06 12:00:00,2025-06-06 16:00:00,103876.026005,104967.24365818252,short,0.001,-1.3000609228456923,0.20884326966318253,StopLoss
2025-06-06 16:00:00,2025-06-08 12:00:00,105039.73386000001,106143.1762641993,short,0.001,-1.3146253143234892,0.2111829101241993,StopLoss
2025-06-09 00:00:00,2025-06-09 08:00:00,105681.133,106791.313302165,short,0.001,-1.3226527484671626,0.212472446302165,StopLoss
2025-06-10 08:00:00,2025-06-10 16:00:00,109150.53743000001,110297.16382570216,short,0.001,-1.366074096957846,0.21944770125570218,StopLoss
2025-06-15 08:00:00,2025-06-16 04:00:00,105375.28600000001,106482.25337943001,short,0.001,-1.3188249188094334,0.21185753937943,StopLoss
2025-06-16 12:00:00,2025-06-16 16:00:00,106830.548005,107952.80291179252,short,0.001,-1.3370382577093063,0.21478335091679254,StopLoss
2025-06-16 16:00:00,2025-06-16 20:00:00,107371.24752000002,108499.18247519761,short,0.001,-1.3438053851927878,0.21587042999519765,StopLoss
2025-06-17 00:00:00,2025-06-17 12:00:00,106741.132735,104658.61323534015,short,0.001,1.8711197536895183,0.21139974597034014,TakeProfit
2025-06-17 20:00:00,2025-06-18 16:00:00,104738.46306,103639.23289018529,long,0.001,-1.307607865764891,0.20837769595018532,StopLoss
2025-06-20 16:00:00,2025-06-21 00:00:00,104165.88100500002,103349.638995,short,0.001,0.6087264900000162,0.20751552,SignalReverse
2025-06-21 00:00:00,2025-06-21 16:00:00,103349.638995,102264.98453374748,long,0.001,-1.2902690847812652,0.2056146235287475,StopLoss
2025-06-22 04:00:00,2025-06-22 12:00:00,102426.58769999999,101351.62066208849,long,0.001,-1.2787452462735862,0.2037782083620885,StopLoss
2025-06-23 00:00:00,2025-06-23 08:00:00,101014.35193499998,101880.07448,long,0.001,0.6628281185850114,0.202894426415,SignalReverse
2025-06-23 08:00:00,2025-06-23 16:00:00,101880.07448,102950.32466241239,short,0.001,-1.2750805815548025,0.20483039914241238,StopLoss
2025-06-24 08:00:00,2025-06-24 16:00:00,104881.27313000002,105983.05090423067,short,0.001,-1.3126420982648805,0.21086432403423067,StopLoss
2025-06-29 20:00:00,2025-06-30 00:00:00,107353.106595,108480.85097978047,short,0.001,-1.3435783423552485,0.21583395757478047,StopLoss
2025-06-30 08:00:00,2025-06-30 16:00:00,107560.27296,107634.25023,short,0.001,-0.2891717931900031,0.21519452319000001,SignalReverse
2025-06-30 16:00:00,2025-07-01 08:00:00,107634.25023,106504.62877383616,long,0.001,-1.3437603351676841,0.21413887900383616,StopLoss
2025-07-02 12:00:00,2025-07-02 16:00:00,107426.25000500001,108554.76276130253,short,0.001,-1.3444937690688188,0.21598101276630255,StopLoss
2025-07-02 16:00:00,2025-07-03 08:00:00,108683.37113000001,109825.08994372065,short,0.001,-1.3602272747943602,0.21850846107372068,StopLoss
2025-07-03 16:00:00,2025-07-04 12:00:00,109073.27608,108942.44399999999,short,0.001,-0.0871836400799926,0.21801572008,SignalReverse
2025-07-04 12:00:00,2025-07-04 16:00:00,108942.44399999999,107799.09305021999,long,0.001,-1.3600924868302169,0.21674153705022,StopLoss
2025-07-05 00:00:00,2025-07-09 16:00:00,108038.23212,110143.8972640188,long,0.001,1.887483014634781,0.2181821293840188,TakeProfit
2025-07-10 04:00:00,2025-07-10 16:00:00,111018.972745,112185.22705368623,short,0.001,-1.389458508484914,0.22320419979868628,StopLoss
