entry_time,exit_time,entry_price,exit_price,side,size,pnl,fees,exit_reason
2025-07-23 12:00:00,2025-07-23 16:00:00,118597.72923,117353.04606173116,long,0.002,-2.961267887121133,0.4719015505834624,StopLoss
2025-07-25 12:00:00,2025-07-26 08:00:00,116601.85179,117245.81776500001,long,0.002,0.8202366108900274,0.4676953391100001,SignalReverse
2025-07-26 08:00:00,2025-07-27 04:00:00,117245.81776500001,118477.48508062134,short,0.002,-2.934781236933887,0.47144660569124275,StopLoss
2025-07-28 00:00:00,2025-07-29 00:00:00,119355.84222500001,118121.35116,short,0.002,1.9940277432300186,0.47495438677000007,SignalReverse
2025-07-29 00:00:00,2025-07-29 12:00:00,118121.35116,118533.08381000001,long,0.002,0.3501564300600107,0.47330886994000004,SignalReverse
2025-07-29 12:00:00,2025-07-30 00:00:00,118533.08381000001,118009.73537999998,short,0.002,0.5736112216200545,0.47308563838000006,SignalReverse
2025-07-30 00:00:00,2025-07-30 16:00:00,118009.73537999998,116771.2232071869,long,0.002,-2.9465862628005555,0.4695619171743738,StopLoss
2025-07-31 12:00:00,2025-07-31 20:00:00,118312.064375,116003.79599904374,short,0.002,4.147905031164441,0.4686317207480875,TakeProfit
2025-08-01 04:00:00,2025-08-01 08:00:00,115705.85401499999,114491.52107711257,long,0.002,-2.8890606259590625,0.4603947501842252,StopLoss
2025-08-01 08:00:00,2025-08-01 16:00:00,115139.310885,113930.92381726194,long,0.002,-2.8749146048806478,0.45814046940452385,StopLoss
2025-08-03 00:00:00,2025-08-03 12:00:00,112602.623175,113805.24891,long,0.002,1.9524357258299885,0.45281574417,SignalReverse
2025-08-03 12:00:00,2025-08-04 00:00:00,113805.24891,115000.77304979954,short,0.002,-2.8486603235186823,0.45761204391959903,StopLoss
2025-08-05 12:00:00,2025-08-05 16:00:00,114884.483535,113678.77088030019,long,0.002,-2.8685518182302383,0.4571265088306004,StopLoss
2025-08-06 00:00:00,2025-08-07 00:00:00,114186.814875,114934.77386500001,long,0.002,1.0376748025200275,0.45824317748000004,SignalReverse
2025-08-07 00:00:00,2025-08-07 08:00:00,114934.77386500001,116142.16366445183,short,0.002,-2.8769334739625423,0.46215387505890376,StopLoss
2025-08-07 20:00:00,2025-08-08 12:00:00,117403.24901,116949.95575499999,short,0.002,0.4378801004700229,0.46870640953,SignalReverse
2025-08-08 12:00:00,2025-08-09 16:00:00,116949.95575499999,116834.023765,long,0.002,-0.6994319390399656,0.46756795904000004,SignalReverse
2025-08-09 16:00:00,2025-08-10 00:00:00,116834.023765,118061.36518465132,short,0.002,-2.92447361720194,0.4697907778993027,StopLoss
2025-08-10 12:00:00,2025-08-11 00:00:00,118271.41471000001,119513.85592152856,short,0.002,-2.960452964320162,0.4755705412630572,StopLoss
2025-08-11 08:00:00,2025-08-11 16:00:00,121476.381425,119106.37722339825,short,0.002,4.258842885906712,0.4811655172967965,TakeProfit
2025-08-11 20:00:00,2025-08-13 00:00:00,119148.84465,120074.01296000001,long,0.002,1.3718909047800163,0.47844571522,SignalReverse
2025-08-13 00:00:00,2025-08-13 12:00:00,120074.01296000001,121335.3904661448,short,0.002,-3.0055738191418815,0.4828188068522896,StopLoss
2025-08-13 20:00:00,2025-08-14 00:00:00,122682.83789500002,123971.62110708699,short,0.002,-3.070875342178117,0.49330891800417404,StopLoss
2025-08-14 00:00:00,2025-08-14 08:00:00,123244.776785,120840.27118992464,short,0.002,4.32084109420087,0.4881700959498492,TakeProfit
2025-08-14 08:00:00,2025-08-14 12:00:00,121664.44734500001,119290.77397729905,short,0.002,4.265436292757324,0.4819104426445981,TakeProfit
2025-08-14 16:00:00,2025-08-15 12:00:00,118316.378625,117074.64823133062,long,0.002,-2.954242841051419,0.47078205371266124,StopLoss
2025-08-15 12:00:00,2025-08-16 00:00:00,118946.506995,117400.72102499999,short,0.002,2.6188774839600235,0.47269445604,SignalReverse
2025-08-16 00:00:00,2025-08-16 00:00:00,117400.72102499999,117370.915185,long,0.002,-0.5291549524199727,0.46954327242,EndOfTest
