entry_time,exit_time,entry_price,exit_price,side,size,pnl,fees,exit_reason
2022-02-01 16:00:00,2022-02-01 20:00:00,30388.382096564994,28883.39747323261,short,0.9872193888002723,1427.2357500000044,58.51425000000006,TakeProfit
2022-02-02 00:00:00,2022-02-02 04:00:00,28823.320215419437,30249.353983077315,long,1.1893739858484602,1625.8279642275543,70.25950196619358,TakeProfit
2022-02-02 04:00:00,2022-02-02 08:00:00,29670.16708275875,31138.098599178244,long,1.3198170078872904,1857.1451985170777,80.25578326714948,TakeProfit
2022-02-02 12:00:00,2022-02-02 16:00:00,31177.752022365345,31505.274307360294,short,1.4346969821989135,-559.826382595499,89.93114871035242,StopLoss
2022-02-02 16:00:00,2022-02-02 20:00:00,30744.487448662454,31067.458289310653,short,1.400288349654059,-538.8068529239828,86.55454748633261,StopLoss
2022-02-03 20:00:00,2022-02-04 00:00:00,33089.31813951944,33436.92142657509,short,1.252208548298523,-518.5765333385716,83.30472587081901,StopLoss
2022-02-04 00:00:00,2022-02-04 04:00:00,32693.197658370373,33036.63969977156,short,1.2197949508756387,-499.10579175092454,80.17692373133845,StopLoss
2022-02-04 12:00:00,2022-02-04 20:00:00,32623.129523787247,31007.46903412168,short,1.1765174162221645,1825.9901973855485,74.8625074080208,TakeProfit
2022-02-04 20:00:00,2022-02-05 00:00:00,31181.560524911984,30854.31004720303,long,1.4065893403097154,-547.5660278202449,87.25899426357014,StopLoss
2022-02-05 00:00:00,2022-02-05 04:00:00,30687.2845279917,30365.221476870425,long,1.3757148348070372,-527.057755383787,83.99083821303455,StopLoss
2022-02-05 04:00:00,2022-02-05 12:00:00,30012.610731036235,31497.484646954257,long,1.3539568304509302,1927.173167036908,83.28201377871842,TakeProfit
2022-02-05 20:00:00,2022-02-06 00:00:00,32097.769510845046,32434.95657955647,short,1.4461222542076986,-580.9359352186704,93.3222113240194,StopLoss
2022-02-06 00:00:00,2022-02-06 04:00:00,32720.215768513594,33063.94163516183,short,1.365348300587799,-559.1238154129431,89.81828751670852,StopLoss
2022-02-06 04:00:00,2022-02-06 12:00:00,32905.735688721004,33251.41044213102,short,1.3066755277835946,-538.1306646906816,86.44592383718746,StopLoss
2022-02-07 00:00:00,2022-02-07 12:00:00,33507.58127085197,31848.118308413024,short,1.2350258056404022,1968.7636065904978,80.71597552607385,TakeProfit
2022-02-07 12:00:00,2022-02-07 16:00:00,32405.33350287012,32065.239527757498,long,1.459297382934775,-590.379986333632,94.08173849990017,StopLoss
2022-02-08 16:00:00,2022-02-08 20:00:00,31309.318873184817,30980.727571610743,long,1.453812476701635,-568.2681806597857,90.55804669576811,StopLoss
